paper,chunk_id,text,characters
paper1,66,"in the time domain. The right rectangle illustrates the effect of processing steps applied to the abdominal signals: initial preprocessing (e.g., bandpass filtering), 
EHG extraction, envelope estimation, and uterine contraction (UC) detection, allowing the classification and decision-making.
• Statistical parameters – This group of metrics includes accuracy 
(ACC), sensitivity (SE), positive predictive value (PPV), F1 score, 
specificity (SP), and negative predictive value (NPV). These pa-
rameters, defined by Eqs. (5)–(10), are commonly used in the field 
of EHG to evaluate the accuracy of uterine contraction detection 
or classification. 
𝐴𝐶𝐶=
𝑇𝑃
𝑇𝑃+ 𝐹𝑃+ 𝐹𝑁⋅100,
(5)
𝑆𝐸=
𝑇𝑃
𝑇𝑃+ 𝐹𝑁⋅100,
(6)
𝑃𝑃𝑉=
𝑇𝑃
𝑇𝑃+ 𝐹𝑃⋅100,
(7)
𝐹1 = 2 ⋅𝑃𝑃𝑉⋅𝑆𝐸
𝑃𝑃𝑉+ 𝑆𝐸=
2 ⋅𝑇𝑃
2 ⋅𝑇𝑃+ 𝐹𝑃+ 𝐹𝑁⋅100,
(8)
𝑆𝑃=
𝑇𝑁
𝑇𝑁+ 𝐹𝑃⋅100,
(9)
𝑁𝑃𝑉=
𝑇𝑁
𝑇𝑁+ 𝐹𝑁⋅100,
(10)
where
– True Positive (TP): Represents correct detection or classifi-
cation.
– False Positive (FP): Refers to incorrect detection of the",963
paper1,67,"(8)
𝑆𝑃=
𝑇𝑁
𝑇𝑁+ 𝐹𝑃⋅100,
(9)
𝑁𝑃𝑉=
𝑇𝑁
𝑇𝑁+ 𝐹𝑁⋅100,
(10)
where
– True Positive (TP): Represents correct detection or classifi-
cation.
– False Positive (FP): Refers to incorrect detection of the 
presence of a contraction, or in the case of classification, 
the model incorrectly evaluates that an instance belongs to 
a category when it does not.
– False Negative (FN): Indicates a missed contraction, or in 
classification, the model fails to identify an instance as 
belonging to a category when it actually does.
– True Negative (TN): Represents the correct identification of 
the absence of contractions, or in classification, the model 
correctly identifies that an instance does not belong to a 
category [70,71].
• Area under the curve (AUC) – The AUC is a metric used to evalu-
ate the performance of classification models, particularly binary 
classifiers. It is defined as the area under the Receiver Operating 
Characteristic (ROC) curve, which depicts the relationship be-",980
paper1,68,"ate the performance of classification models, particularly binary 
classifiers. It is defined as the area under the Receiver Operating 
Characteristic (ROC) curve, which depicts the relationship be-
tween the true positive rate (TPR) and the false positive rate (FPR) 
at various decision thresholds (see Eq. (11)). The AUC measures 
the model’s ability to distinguish between classes, is independent 
of the classification threshold, and is useful for evaluating models 
in cases of class imbalance. The AUC value ranges from 0 to 1, 
with higher values indicating better model performance [72]. 
𝐴𝑈𝐶= ∫
1
0
TPR(FPR) 𝑑(FPR),
(11)
• Average silhouette width (ASW) – ASW is a metric used to evaluate 
the quality of clustering. It quantifies how well individual objects 
are assigned to their respective clusters compared to other clusters 
(see Eqs. (12) and (13)). The ASW value ranges from −1 to 1, 
where higher values indicate better-defined and more cohesive 
clustering. 
𝐴𝑆𝑊= 1
𝑛
𝑛
∑
𝑖=1",994
paper1,69,"(see Eqs. (12) and (13)). The ASW value ranges from −1 to 1, 
where higher values indicate better-defined and more cohesive 
clustering. 
𝐴𝑆𝑊= 1
𝑛
𝑛
∑
𝑖=1
𝑠(𝑖),
(12)
where 𝑛 is the number of objects in the cluster and 𝑠(𝑖) is the 
silhouette width for an individual object 𝑖 and is defined as: 
𝑠(𝑖) =
𝑏(𝑖) −𝑎(𝑖)
max(𝑎(𝑖), 𝑏(𝑖)),
(13)
where 𝑎(𝑖) is the average distance of object 𝑖 to other objects in the 
same cluster and 𝑏(𝑖) is the average distance of object 𝑖 to objects 
in the nearest neighboring cluster [73].
Artiϧcial Intelligence In Medicine 171 (2026) 103303 
9 
K. Barnova et al.
Table 4
Overview of filters used for EHG preprocessing.
 Author, year
Bandwidth 
(Hz)
Data
 
 Hao et al. [54], 2019
0–3
20 private records
 
 Hao et al. [74], 2019
34 private records
 
 Song et al. [75], 2021
54 private records
 
 Du et al. [46], 2022
112 private records
 
 Shen et al. [76], 2023
Icelandic
 
 Shulgin et al. [77], 2014
0.1–0.9
Private records, TPEHG 
 Parameshwari et al. [78], 2020",993
paper1,70,"54 private records
 
 Du et al. [46], 2022
112 private records
 
 Shen et al. [76], 2023
Icelandic
 
 Shulgin et al. [77], 2014
0.1–0.9
Private records, TPEHG 
 Parameshwari et al. [78], 2020
40 private records
 
 Esgalhado et al. [4], 2020
0.1–1
Icelandic
 
 Esgalhado et al. [32], 2020
Icelandic
 
 Batista et al. [15], 2021
Icelandic
 
 Muszynski et al. [79], 2018
0.1–3
Icelandic
 
 Ye-Lin et al. [52], 2014
0.1–4
12 private records
 
 Altini et al. [60], 2017
37 private records
 
 Mas-Cabo et al. [80], 2018
Icelandic
 
 Mas-Cabo et al. [38], 2019
88 private records
 
 Cheng et al. [61], 2022
0.2–1
74 private records
 
 Tylcz et al. [59], 2019
0.2–3
68 private records
 
 Chendeb et al. [30], 2010
0.2–6
Private records
 
 Lemancewicz et al. [48], 2015
0.24–4
60 private records
 
 Mischi et al. [65], 2017
0.3–0.8
58 private records
 
 Li et al. [64], 2024
0.3–3
3 private records
 
 Garcia-Gonzalez et al. [81], 2013
0.3–4
16 private records
 
 Lucovnik et al. [53], 2011
0.34–1",988
paper1,71,"0.3–0.8
58 private records
 
 Li et al. [64], 2024
0.3–3
3 private records
 
 Garcia-Gonzalez et al. [81], 2013
0.3–4
16 private records
 
 Lucovnik et al. [53], 2011
0.34–1 
88 private records
 
 Vasak et al. [51], 2013
119 private records
 
 Zhang et al. [82], 2022
219 private records
 
TPEHG – Term–Preterm Electrohysterogram Database.
4.2. Preprocessing
Preprocessing is an essential step in the analysis of EHG signals. The 
primary objective of preprocessing is to remove unwanted interferences 
while preserving the useful signal that represents uterine activity. 
Common sources of interference include baseline wander, power line 
noise, maternal/fetal motion artifacts, and maternal/fetal respiratory 
activity, as discussed in Section 2.2.
In the field of EHG analysis, preprocessing typically involves the 
use of frequency-selective filters. A low-pass filter (LPF) with a cutoff 
frequency of 3 Hz has been widely employed [46,54,74–76]. Alter-",959
paper1,72,"use of frequency-selective filters. A low-pass filter (LPF) with a cutoff 
frequency of 3 Hz has been widely employed [46,54,74–76]. Alter-
natively, band-pass filters (BPF) are used to retain specific frequency 
bands with varying bandwidths which are summarized in Table 4.
4.3. Extraction methods
Preprocessing alone may not be sufficient to eliminate all interfering 
signals, particularly maternal or fetal cardiac activity. To address this, 
some studies have employed additional filtering techniques such as the 
Wiener filter [83] or the median filter [46,54,74,75] to enhance the 
quality of EHG signals.
However, due to the overlap of mECG, fECG, and EHG signals 
in both the time and frequency domains, advanced signal processing 
methods are often necessary for their effective separation. This sub-
section provides an overview of studies that applied these advanced 
signal processing or ML-based methods, as summarized in Table 5.",945
paper1,73,"section provides an overview of studies that applied these advanced 
signal processing or ML-based methods, as summarized in Table 5. 
Additionally, since abdominal recordings can be used to extract fECG 
and mECG signals alongside EHG, a column has been included in the 
table to indicate whether this aspect was addressed by the respective 
authors.
4.3.1. Wavelet transform for signal extraction
The wavelet transform (WT) is an advanced signal processing
method that provides a time–frequency representation of the input 
signal. It enables the analysis of both slowly and rapidly changing signal 
components, making it particularly suitable for non-stationary signals. 
Proper functioning of the WT algorithm requires optimal parameter 
settings, including the wavelet type and the number of decomposition 
levels [84]. However, these settings may differ from case to case.
The effectiveness of WT in removing interference from EHG signals",944
paper1,74,"levels [84]. However, these settings may differ from case to case.
The effectiveness of WT in removing interference from EHG signals 
was demonstrated in a study by Limem et al. [85]. The study found that 
the quality of extraction was significantly influenced by the choice of 
the mother wavelet and the number of decomposition levels. Optimal 
results were achieved using the Daubechies 4 wavelet with three decom-
position levels, yielding an average SNR of 8.35 dB. A key advantage of 
WT is its ability to eliminate interference while preserving the essential 
characteristics of the useful signal.
Additionally, a toolbox called Uterine Explorer was developed by 
Batista et al. [33] for processing multichannel EHG signals using WT 
and visualizing the results, achieving the best outcomes with the com-
plex Morlet 15-1 wavelet. In subsequent research, Batista et al. in-
troduced a graphical tool called Contractiongram [15], based on the",948
paper1,75,"plex Morlet 15-1 wavelet. In subsequent research, Batista et al. in-
troduced a graphical tool called Contractiongram [15], based on the
Daubechies 10 wavelet, which simplifies the interpretation of EHG data 
recorded throughout pregnancy.
Further advancements in EHG signal processing were made by Ter-
rien et al. [86], who designed a comprehensive interface for processing, 
analyzing, and storing EHG signals. Their system incorporated multiple 
methods, including WT, and supported the processing of EHG signals 
recorded under diverse experimental conditions.
4.3.2. Empirical mode decomposition for signal extraction
Empirical mode decomposition (EMD), like WT, enables the de-
composition of a complex input signal into simpler components called 
intrinsic mode functions (IMFs). These IMFs are typically ordered by 
frequency from highest to lowest. The extracted signal can be ob-
tained by selecting a single IMF or summing multiple suitable IMFs. By",961
paper1,76,"frequency from highest to lowest. The extracted signal can be ob-
tained by selecting a single IMF or summing multiple suitable IMFs. By 
summing all IMFs, the original input signal can be reconstructed [87].
Li et al. [64] implemented EMD in the wearable fetal monitoring 
system FetalCare for simultaneous fECG and EHG signal recording. The 
EMD algorithm extracted EHG signals by summing the first six IMFs, 
while the fast independent component analysis (FastICA) algorithm 
extracted fECG signals. Testing on three pregnant women during the 
38th–40th week of gestation demonstrated a CCI of 0.8 for uterine 
contraction detection compared to CTG recordings, and an ACC of 
97.97% for fetal QRS (fQRS) complex detection. The system leveraged 
cloud services for data storage and visualization, offering secure and 
low-maintenance functionality.
Taralunga et al. [69] validated EMD for EHG signal extraction 
using synthetic data with varying SNR levels. Synthetic signals were",982
paper1,77,"low-maintenance functionality.
Taralunga et al. [69] validated EMD for EHG signal extraction 
using synthetic data with varying SNR levels. Synthetic signals were 
generated by combining one record from the TPEHG database [50] 
with interference at five different SNR levels. The average 𝜖 was 0.14. 
The study highlighted that EMD requires no a priori knowledge of the 
signal. Further improvement could be achieved with an automated IMF 
selection algorithm or by combining EMD with other methods.
Hassan et al. [88] combined EMD with canonical correlation anal-
ysis (CCA) to enhance extraction performance. CCA, based on the 
blind source separation principle, separated uterine bursts from noise 
within overlapping frequency bands, while EMD removed residual 
interference. The advantages of this approach included effective in-
terference removal, preservation of the EHG signal’s characteristics, 
computational simplicity, and suitability for preprocessing before EHG 
segmentation.",991
paper1,78,"terference removal, preservation of the EHG signal’s characteristics, 
computational simplicity, and suitability for preprocessing before EHG 
segmentation.
Chkeir et al. [89] combined EMD with the Savitzky-Golay (SG) filter 
to enhance noise removal. The method was tested on four synthetic and 
one real EHG signal, achieving an SNR of 18.98 dB. The strength of 
EMD lies in its ability to automatically adapt to the characteristics of 
the signal and noise.
Artiϧcial Intelligence In Medicine 171 (2026) 103303 
10 
K. Barnova et al.
Table 5
Overview of the available EHG extraction algorithms.
 Author, year
Extraction
algorithm
Parameter settings
Data
Simultaneous 
extraction of
mECG/fECG 
Results
 
 Limem et al. [85]
WT
Daubechies 4 wavelet,
3 private records
No/No
SNR = 8.35 dB 
 (2015)
3 decomposition levels
 
 Batista et al. [33]
WT
Complex Morlet 15-1 wavelet,
TPEHG
No/No
–
 
 (2016)
various decomposition levels
Icelandic
 
 Batista et al. [15]
WT
Daubechies 10 wavelet,
Icelandic",996
paper1,79,"3 decomposition levels
 
 Batista et al. [33]
WT
Complex Morlet 15-1 wavelet,
TPEHG
No/No
–
 
 (2016)
various decomposition levels
Icelandic
 
 Batista et al. [15]
WT
Daubechies 10 wavelet,
Icelandic
No/No
–
 
 (2021)
4 decomposition levels
 
 Li et al. [64]
(2024)
EMD
IMF1–IMF6
3 private records
No/Yes
CCI = 0.8
 
 Taralunga et al. [69]
(2015)
EMD
Various IMFs without noise
1 TPEHG record
with 5 noise levels
No/No
𝜖 = 0.14
 
 Hassan et al. [88]
(2011)
CCA-EMD
Various IMFs without noise
6 private records
No/No
–
 
 Chkeir et al. [89]
(2010)
EMD-SG
Various IMFs without noise
4 synthetic records, 
1 private record
No/No
SNR = 18.98 dB 
 Ye-Lin et al. [52]
QDA
Not specified
12 private records
No/No
ACC = 92.20% 
 (2014)
SVM
ACC = 83.60% 
 
LDA
ACC = 79.40% 
WT — wavelet transform, EMD — empirical mode decomposition, CCA — canonical correlation analysis, SG — Savitzky–Golay filter,",890
paper1,80,"No/No
ACC = 92.20% 
 (2014)
SVM
ACC = 83.60% 
 
LDA
ACC = 79.40% 
WT — wavelet transform, EMD — empirical mode decomposition, CCA — canonical correlation analysis, SG — Savitzky–Golay filter,
QDA — quadratic discriminant analysis, SVM — support vector machine, LDA — linear discriminant analysis, SNR — signal-to-noise ratio,
IMFs – intrinsic mode functions, TPEHG – Term–Preterm Electrohysterogram Database, mECG – maternal ECG, fECG – fetal ECG,
CCI – contraction consistency index, 𝜖 – estimation error, ACC – accuracy.
4.3.3. Quadratic discriminant analysis for signal extraction
The quadratic discriminant analysis (QDA) classifier is based on the 
supervised learning technique and uses a quadratic decision space. The 
principle of the method is to calculate the distance between the means 
of different classes and then calculate the distance between the mean 
and the sample of each class. Finally, a space with lower dimension is",939
paper1,81,"of different classes and then calculate the distance between the mean 
and the sample of each class. Finally, a space with lower dimension is 
created while preserving important information, which maximizes the 
variance between individual classes and minimizes the variance within 
a class [90].
The QDA method was tested by Ye-Lin et al. [52] in classifying 
EHG signal segments into two groups representing artifacted and non-
artifacted segments. In total, eleven spectral, temporal and nonlinear 
signal features were extracted for classification, but the highest accu-
racy (ACC = 92.20%) was achieved when using only seven of them due 
to better generalization ability. Moreover, the QDA method surpassed 
the classification success rate performed by the support vector machine 
(SVM) method with an ACC value of  83.60% and by linear discriminant 
analysis (LDA) with an ACC of  79.40%.
4.4. Uterine contractions detection
After extracting EHG signals, the detection of uterine contractions",998
paper1,82,"analysis (LDA) with an ACC of  79.40%.
4.4. Uterine contractions detection
After extracting EHG signals, the detection of uterine contractions 
becomes a critical step as they provide valuable information about 
the pregnancy, including the risk of preterm birth, the presence of 
complications, and the progression of labor [61].
In some studies [44,65,80], uterine contractions were detected man-
ually by experts based on significant changes in amplitude and fre-
quency relative to the basal tone. Other studies [47,77,78,81] focused 
on extracting the EHG signal envelope for subsequent analysis. Quan-
titative analysis of EHG parameters has also been used for contraction 
detection, employing metrics such as:
• Amplitude and baseline changes [78].
• Power density spectrum and peak frequency [51].
• Zero-crossing rate and signal power [75].
• Entropy values [91].
• Correlation coefficients [59,79].
Advanced signal processing and ML-based methods have further re-",974
paper1,83,"• Zero-crossing rate and signal power [75].
• Entropy values [91].
• Correlation coefficients [59,79].
Advanced signal processing and ML-based methods have further re-
fined contraction detection, as outlined in this subsection. An overview 
of these methods is provided in Table 6, summarizing the approaches 
and their key outcomes.
4.4.1. Wavelet transform for contractions detection
In addition to its application in EHG signal extraction, the WT 
method, specifically wavelet energy determination, has proven effec-
tive for automatic detection of uterine contractions. Esgalhado et al. [4] 
demonstrated that the Morlet wavelet offers a good compromise be-
tween bandwidth and contraction duration, making it suitable for this 
task.
Moreover, the Morlet wavelet has been effectively used for wavelet 
coherence analysis based on continuous WT. Hassan et al. [56] used 
this approach to detect correlations between bursts of uterine elec-",944
paper1,84,"coherence analysis based on continuous WT. Hassan et al. [56] used 
this approach to detect correlations between bursts of uterine elec-
trical activity recorded from different abdominal locations during the 
same contraction, highlighting the utility of WT in analyzing spatially 
distributed uterine signals.
4.4.2. Multilayer perceptron for contractions detection
Multilayer perceptron (MLP) is a feedforward neural network with 
one or more hidden layers. A characteristic feature of MLP is that each 
neuron in a given layer is fully connected to all neurons in the previous 
layer [92].
In a study by Chendeb et al. [30], MLP was effectively used for 
detecting and classifying EHG signal segments into several categories, 
including contractions, fetal movements, Alvarez waves, LDBF waves, 
and noise. The methodology involved first applying the wavelet packet 
transform (WPT) to decompose the signal into frequency components.",936
paper1,85,"and noise. The methodology involved first applying the wavelet packet 
transform (WPT) to decompose the signal into frequency components. 
Subband energies were then calculated and used as features (wavelet 
subband energy detection–WSED) for detecting contractions through 
the dynamic cumulative sum (DCS) method. Finally, MLP was em-
ployed for classification, assigning detected contractions to their respec-
tive categories.
When tested on real data, MLP achieved an ACC of 93.20%, sig-
nificantly outperforming the SVM classifier, which achieved an ACC 
of 79.20%. The study suggested that further improvements could be 
realized by optimizing the selection of wavelet bases.
Artiϧcial Intelligence In Medicine 171 (2026) 103303 
11 
K. Barnova et al.
Table 6
Overview of the available uterine contractions detection algorithms.
 Author, year
Signal
processing
Feature
engineering
Detection
algorithm
Feature domain
No. of
features
Data
Data
balancing
Results
 
 Esgalhado et al. [4]
(2020)",996
paper1,86,"Author, year
Signal
processing
Feature
engineering
Detection
algorithm
Feature domain
No. of
features
Data
Data
balancing
Results
 
 Esgalhado et al. [4]
(2020)
WPT
–
WT
–
–
Icelandic
–
ACC = 92.28% 
 Chendeb et al. [30]
WPT
WSED
DCS-MLP
Frequency
3
Private records
Part-synth
ACCHO = 93.20% 
 (2010)
DCS-SVM
ACCHO = 79.20% 
 Peng et al. [93]
(2019)
BPF
–
CNN
–
–
Icelandic
Part-synth
ACCCV = 88.00%
SECV = 82.00% 
SPCV = 93.00%
 
 Hao et al. [94]
BPF
–
CNN
–
–
20 private records
Part-synth
ACCCV = 93.00% 
 (2019)
Icelandic
ACCCV = 93.00% 
 Du et al. [46]
(2022)
LPF,
median
filter
–
SVM
Decision tree
ANN
CNN
Time, frequency, 
entropy, nonlinear
13
112 private records
Part-synth
ACC = 85.00% 
ACC = 79.00%
ACC = 75.00%
ACC = 73.00%
 
 Hao et al. [74]
(2019)
LPF,
median
filter
–
Decision trees
Time, frequency, 
entropy, nonlinear
14
34 private records
–
ACC = 81.00% 
SE = 84.00% 
PPV = 80.00% 
SP = 78.00% 
NPV = 83.00% 
AUC = 0.75
 
 Esgalhado et al. 
[32]
(2020)
WT
–
Hierar. 
clustering",995
paper1,87,"Time, frequency, 
entropy, nonlinear
14
34 private records
–
ACC = 81.00% 
SE = 84.00% 
PPV = 80.00% 
SP = 78.00% 
NPV = 83.00% 
AUC = 0.75
 
 Esgalhado et al. 
[32]
(2020)
WT
–
Hierar. 
clustering
k-means
k-medoids
Frequency
7
Icelandic
–
ASW = 0.49
ASW = 0.28
ASW = 0.31
 
WPT – wavelet packet transform, BPF – band-pass filter, LPF – low-pass filter, WSED – wavelet subband energy detection,
WT — wavelet transform, DCS — dynamic cumulative sum, MLP — multilayer perceptron, SVM — support vector machine, ACC — accuracy,
CNN — convolutional neural network, ANN – artificial neural network, SE — sensitivity, SP — specificity, Part-synth – Partition-synthesis,
PPV — positive predictive value, NPV — negative predictive value, AUC — area under the curve, ASW — average silhouette width,
CV — cross-validation, HO — held-out test.
4.4.3. Convolutional neural network for contractions detection
A convolutional neural network (CNN) is a deep, feedforward,",955
paper1,88,"CV — cross-validation, HO — held-out test.
4.4.3. Convolutional neural network for contractions detection
A convolutional neural network (CNN) is a deep, feedforward, 
multi-layer network with a general structure consisting of an input 
layer, several hidden layers, and an output layer. Hidden layers typ-
ically include convolutional layers, activation layers, pooling layers, 
fully connected layers, and normalization layers. The key advantage 
of CNNs lies in their convolutional layers, which extract important 
features from the input data to create feature maps [95].
In a study by Peng et al. [93], a CNN model with 11 layers 
was developed to detect uterine contractions from EHG signals. Input 
signals were divided into segments of 10 s, 20 s, 30 s, and 60 s. These 
segments were converted into images, normalized, and classified using 
the CNN. The best results (ACC = 88.00%) were achieved using 60 s 
segments when tested on data from the Icelandic database [58].",979
paper1,89,"the CNN. The best results (ACC = 88.00%) were achieved using 60 s 
segments when tested on data from the Icelandic database [58].
Hao et al. [94] evaluated a CNN model on both Icelandic database
[58] and 20 real-world recordings. They found the best results with 
45 s segments, achieving an ACC of 93.00% in both cases. One major 
benefit of CNNs highlighted in their study is the elimination of the need 
for separate feature extraction and selection steps, as these processes 
are integrated into the CNN structure. This simplifies signal processing 
compared to conventional ML-based algorithms.
4.4.4. Support vector machine for contractions detection
The primary objective of the support vector machine (SVM) algo-
rithm is to construct a hyperplane that optimally divides the feature 
space. This is achieved by maximizing the minimum distance between 
the hyperplane and the nearest data points on either side, creating the 
widest possible margin around the hyperplane [96].",983
paper1,90,"space. This is achieved by maximizing the minimum distance between 
the hyperplane and the nearest data points on either side, creating the 
widest possible margin around the hyperplane [96].
SVM has been shown to be an effective classifier for detecting EHG 
signal segments that contain or do not contain uterine contractions. In 
a study by Du et al. [46], 112 real recordings from pregnancies at 38 
to 42 weeks of gestation were analyzed. A total of 13 features were 
extracted from the time, frequency, entropy, and nonlinear domains for 
classification. The SVM algorithm with a radial basis function achieved 
an ACC of 85.00%, outperforming other classifiers, including: Decision 
tree (ACC = 79.00%), CNN (ACC = 73.00%), and artificial neural 
network (ANN) with 27 neurons in the hidden layer and sigmoid and 
pureline activation functions (ACC = 75.00%).
4.4.5. Decision trees for contractions detection
The architecture of decision trees consists of nodes and edges,",979
paper1,91,"pureline activation functions (ACC = 75.00%).
4.4.5. Decision trees for contractions detection
The architecture of decision trees consists of nodes and edges, 
where each node represents a signal feature. The root node is the top-
level node with no input edges, marking the beginning of the decision 
process. Internal nodes have one input edge and one or more output 
edges, while leaf nodes have no output edges, representing the end of 
the decision process [97].
Hao et al. [74] tested decision trees for uterine contraction recog-
nition. Fourteen features from the time, frequency, nonlinear, and 
entropy domains were used to classify EHG signal segments as contain-
ing or not containing uterine contractions. The decision tree algorithm 
achieved an ACC of 81.00%. Among the features, power and sample 
entropy were identified as having the greatest influence on accu-
rate contraction detection. Additionally, the placement of the sensing",949
paper1,92,"entropy were identified as having the greatest influence on accu-
rate contraction detection. Additionally, the placement of the sensing 
electrodes significantly affected detection accuracy, emphasizing the 
importance of proper electrode positioning.
4.4.6. Hierarchical clustering for contractions detection
Hierarchical clustering groups objects based on their similarity, ei-
ther by progressively merging individual objects into larger groups (ag-
glomerative approach) or by dividing larger groups into smaller ones 
(partitioning approach). The result of the analysis is a dendrogram, 
which visually represents the hierarchical structure of the clusters and 
their mutual similarities [98].
Esgalhado et al. [32] applied hierarchical clustering (linkage clus-
tering) for uterine contraction detection. Seven features from the fre-
quency domain were used for clustering, resulting in five distinct 
clusters:
• Cluster 1: Outliers containing a spectral peak at high frequencies.",988
paper1,93,"quency domain were used for clustering, resulting in five distinct 
clusters:
• Cluster 1: Outliers containing a spectral peak at high frequencies.
• Cluster 2: Observations with multiple frequency peaks lacking 
clear physiological interpretation.
Artiϧcial Intelligence In Medicine 171 (2026) 103303 
12 
K. Barnova et al.
• Cluster 3: Braxton-Hicks contractions.
• Clusters 4 and 5: Alvarez waves.
The efficiency of the clustering was assessed using the ASW, which 
reached an average value of 0.49 for the five clusters. For comparison, 
alternative clustering methods, k-means and k-medoids, achieved lower 
average ASW values of 0.28 and 0.31, respectively. A key advantage 
of the hierarchical clustering approach was its ability to classify con-
tractions using the full spectrum rather than selecting only specific 
points, providing deeper insights into the electrophysiological nature 
of different types of contractions.
4.5. Term/preterm birth prediction",967
paper1,94,"points, providing deeper insights into the electrophysiological nature 
of different types of contractions.
4.5. Term/preterm birth prediction
One of the most active areas of research in the field of EHG is 
the classification of term and preterm recordings. Earlier studies of 
EHG signals [18] revealed significant electrophysiological changes in 
the uterus preceding spontaneous preterm labor. These changes are 
characterized by more intense contractions, a greater prevalence of 
higher frequencies, faster and more coordinated activity propagation, 
and stronger interconnections between different uterine regions. Tem-
poral, spectral, nonlinear, and bivariate analyses of EHG signals thus 
provide valuable information for predicting preterm labor.
For the classification of term and preterm recordings, some re-
searchers [48,65,82,99] employed statistical methods that compared 
features extracted from the frequency, time, entropy, nonlinear, or 
information-theoretic domains.",989
paper1,95,"searchers [48,65,82,99] employed statistical methods that compared 
features extracted from the frequency, time, entropy, nonlinear, or 
information-theoretic domains.
A growing number of studies have focused on implementing AI and 
ML-based algorithms, as summarized in Table 7. These approaches offer 
the potential for faster and more accurate preterm labor predictions, 
which can be critical in emergency situations where timely medical 
intervention is essential [100].
4.5.1. Artificial neural network for preterm birth prediction
Artificial neural networks (ANNs) are computational models in-
spired by the way the human brain processes information. ANNs consist 
of artificial neurons connected in a structured network, where each 
neuron receives input signals, modifies them using weight coefficients 
and a transfer function, and passes the processed signals onward. 
Through learning, the network adjusts these weights to effectively solve",952
paper1,96,"and a transfer function, and passes the processed signals onward. 
Through learning, the network adjusts these weights to effectively solve 
specific tasks based on prior experience [101].
Diab et al. [41] employed a simple perceptron for the binary classi-
fication of term and preterm EHG recordings. The optimal input to the 
ANN consisted of 10 features derived from the frequency domain. Using 
fewer features resulted in a high error rate. The method was tested 
on 20 real recordings and 30 simulated recordings, achieving an ACC 
of 96.70%. The authors suggested that using a multilayer perceptron 
(MLP) could further improve classification accuracy.
Naeem et al. [102] tested a traditional feedforward backpropaga-
tion ANN for term/preterm classification. They evaluated 14 features 
from the time, frequency, entropy, and nonlinear domains, identify-
ing 8 entropy- and nonlinear-based features as the most effective. 
The traditional ANN achieved an ACC of 92.30%, outperforming both",996
paper1,97,"ing 8 entropy- and nonlinear-based features as the most effective. 
The traditional ANN achieved an ACC of 92.30%, outperforming both 
the cascade-forward backpropagation ANN (ACC = 87.70%) and the 
Kohonen self-organizing ANN (ACC = 68.50%).
4.5.2. Multilayer perceptron for preterm birth prediction
Beyond its application in detecting uterine contractions, the MLP 
has also proven effective for classifying term/preterm EHG recordings. 
In a study by Mas-Cabo et al. [103], an MLP model with a hyperbolic 
tangent activation function and a backpropagation training algorithm 
was employed. In order to reduce feature dimensionality and pre-
vent overfitting, principal component analysis (PCA) was used. The 
study used unbalanced data from the TPEHG database [50], which 
was balanced using the synthetic minority over-sampling technique 
(SMOTE) [104].
A total of 72 features were extracted, encompassing time, frequency,",926
paper1,98,"was balanced using the synthetic minority over-sampling technique 
(SMOTE) [104].
A total of 72 features were extracted, encompassing time, frequency, 
and nonlinear domains of the EHG signal, as well as 5 clinical features 
(e.g., maternal age, parity, previous abortions). Among 10 proposed 
models, the best-performing variant used a multi-channel approach 
incorporating 16 signal features and 5 clinical features, achieving an 
ACC of 87.90%. The inclusion of clinical data significantly improved 
classification accuracy. For this reasons, the authors recommended 
incorporating additional obstetrical markers, such as cervical length, 
fetal fibronectin, or interleukin 6, in future research to further enhance 
classification performance.
4.5.3. Spiking neural network for preterm birth prediction
Spiking neural networks (SNNs) are a type of network that does not 
process data using continuous values, but works with discrete impulses",944
paper1,99,"4.5.3. Spiking neural network for preterm birth prediction
Spiking neural networks (SNNs) are a type of network that does not 
process data using continuous values, but works with discrete impulses 
or spikes. Neurons only emit spikes when a certain threshold potential 
is reached, which saves energy and allows for more efficient real-time 
information processing [105].
Veena et al. [83] implemented SNNs within an automated preterm 
prediction system. The metaheuristic seagull optimization algorithm 
(SOA) was used to optimize the SNN parameters. Using four features 
from the time, frequency, and entropy domains, ACC = 98.35% was 
achieved, which surpassed the performance of decision tree:
ACC = 90.53%, k-nearest neighbors (k-NN): ACC = 93.21%, and SVM: 
ACC = 95.41%.
4.5.4. Convolution neural network for preterm birth prediction
Convolution neural network has proven to be a universal approach 
suitable for both uterine contraction detection and term/preterm EHG",976
paper1,100,"4.5.4. Convolution neural network for preterm birth prediction
Convolution neural network has proven to be a universal approach 
suitable for both uterine contraction detection and term/preterm EHG 
record classification, as shown in the study by Deng et al. [106]. It 
was a very deep CNN with VGG-Net architecture requiring a large 
amount of data for effective operation. Therefore, it was combined 
with transfer learning (fine tune technique) pre-trained on large sample 
data. Recurrence plot analysis was also implemented to obtain the 
nonlinear structural information characteristics in high-dimensional 
space. The approach was tested on the TPEHG database [50], which 
achieved ACC = 97.00% and F1 = 96.97% for the validation data set. 
Data imbalance was solved through a specific approach that involved 
selecting equal numbers of term and preterm EHG data for training 
and testing. The advantage of CNN was the simplification of feature",951
